2023-06-24 10:45:15.857  INFO -- [RMI TCP Connection(23)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 14:01:51.991  INFO -- [RMI TCP Connection(23)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 14:03:35.218  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 1680 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 14:03:35.221  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 14:03:36.852  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 14:03:36.937  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 14:03:36.937  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 14:03:37.506  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 14:03:37.507  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2242 ms
2023-06-24 14:03:38.111  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 14:03:38.121  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 3.277 seconds (process running for 4.473)
2023-06-24 14:04:40.770  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 14:04:40.770  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 14:04:40.777  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 7 ms
2023-06-24 14:04:40.924  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 14:04:40.924  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 14:04:40.924  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 14:04:40.924  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 14:04:41.267  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 14:04:41.267  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 14:04:41.275  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 14:04:41.275  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 14:04:41.283  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 14:04:49.573  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 14:04:49.573  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 14:17:22.249  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 14:17:22.250  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 14:17:22.250  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 14:17:22.250  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 14:17:22.259  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 14:17:22.259  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 14:17:22.259  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 14:17:22.259  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 14:17:22.277  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 14:17:46.682  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 14:17:46.682  INFO -- [http-nio-8081-exec-6] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 14:26:49.497  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 14:26:49.497  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 14:26:49.497  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 14:26:49.498  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 14:26:49.507  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 14:26:49.509  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 14:26:49.509  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 14:26:49.509  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 14:26:49.526  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 14:26:58.190  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 14:26:58.190  INFO -- [http-nio-8081-exec-7] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 14:31:33.761  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 14:31:33.761  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 14:31:33.761  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 14:31:33.761  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 14:31:33.769  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 14:31:33.769  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 14:31:33.769  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : properties: {"cnum": "0009"}
2023-06-24 14:31:33.769  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 14:31:33.784  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{"cnum": "0009"}"]>
2023-06-24 14:31:46.138  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 14:31:46.138  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
